plot,scientificname,genotype,treatment,date,trait,method,mean,checked,author,season,method_type
MAC Field Scanner Season 4 Range 44 Column 7,Sorghum bicolor,PI329338,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,14.632,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 7,Sorghum bicolor,PI329338,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_length,3D scanner to leaf length and width,26.176,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 7,Sorghum bicolor,PI329338,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,74.21,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 7,Sorghum bicolor,PI330796,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,50.284,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 7,Sorghum bicolor,PI330796,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,59.744,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 7,Sorghum bicolor,PI330796,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,92.996,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 7,Sorghum bicolor,PI330796,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,162.33,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 7,Sorghum bicolor,PI330796,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-16,leaf_length,3D scanner to leaf length and width,174.973,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 7,Sorghum bicolor,PI330796,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,198.809,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 7,Sorghum bicolor,PI534120,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,46.015,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 7,Sorghum bicolor,PI534120,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_length,3D scanner to leaf length and width,143.909,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 7,Sorghum bicolor,PI534120,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-16,leaf_length,3D scanner to leaf length and width,153.128,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 7,Sorghum bicolor,PI534120,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,189.879,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 7,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,54.947,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 7,Sorghum bicolor,PI563196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-23,leaf_length,3D scanner to leaf length and width,188.269,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 7,Sorghum bicolor,PI569423,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,40.332,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 7,Sorghum bicolor,PI569423,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,161.194,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 7,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,69.671,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 7,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,51.067,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 7,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,71.675,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 7,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,141.554,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 7,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,121.71,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 7,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,81.03,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 7,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,38.253,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 7,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,56.371,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 7,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,89.089,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 7,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,102.222,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 7,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-10,leaf_length,3D scanner to leaf length and width,114.423,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 8,Sorghum bicolor,PI329569,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,74.678,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 8,Sorghum bicolor,PI655972,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,30.449,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 8,Sorghum bicolor,PI655972,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,60.208,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 8,Sorghum bicolor,PI655972,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,53.028,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 8,Sorghum bicolor,PI655972,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,81.855,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 8,Sorghum bicolor,PI655972,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,156.364,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 21 Column 8,Sorghum bicolor,PI505722,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,153.837,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 8,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,93.677,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 8,Sorghum bicolor,PI562998,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,79.958,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 8,Sorghum bicolor,PI562998,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,100.23,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 8,Sorghum bicolor,PI562998,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_length,3D scanner to leaf length and width,149.032,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 15,Sorghum bicolor,PI569418,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,46.712,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 7 Column 8,Sorghum bicolor,PI152694,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,80.907,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 7 Column 8,Sorghum bicolor,PI152694,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,102.636,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 9 Column 8,Sorghum bicolor,PI563350,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,79.45,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 9 Column 8,Sorghum bicolor,PI563350,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,129.396,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 10 Column 8,Sorghum bicolor,PI586435,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,56.309,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 10 Column 8,Sorghum bicolor,PI586435,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,40.799,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 10 Column 8,Sorghum bicolor,PI586435,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-12,leaf_length,3D scanner to leaf length and width,123.306,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 10 Column 8,Sorghum bicolor,PI586435,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,183.777,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 8,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_length,3D scanner to leaf length and width,61.356,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 8,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,61.599,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 8,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,129.124,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 8,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,123.094,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 8,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,107.852,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 8,Sorghum bicolor,PI641836,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,76.91,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 8,Sorghum bicolor,PI641836,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,140.138,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 8,Sorghum bicolor,PI455307,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,56.823,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 8,Sorghum bicolor,PI455307,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-12,leaf_length,3D scanner to leaf length and width,104.721,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 8,Sorghum bicolor,PI455307,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,137.394,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 8,Sorghum bicolor,PI455307,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,160.845,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 8,Sorghum bicolor,PI569264,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,157.319,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 8,Sorghum bicolor,PI145633,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,148.701,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 15,Sorghum bicolor,PI569418,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,80.832,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 25 Column 8,Sorghum bicolor,PI329338,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,28.545,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 25 Column 8,Sorghum bicolor,PI329338,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,56.725,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 8,Sorghum bicolor,PI562982,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,65.78,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 8,Sorghum bicolor,PI562982,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,27.011,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 8,Sorghum bicolor,PI562982,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_length,3D scanner to leaf length and width,41.273,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 8,Sorghum bicolor,PI641821,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,24.997,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 8,Sorghum bicolor,PI641821,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,39.997,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 8,Sorghum bicolor,PI641821,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_length,3D scanner to leaf length and width,71.61,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 8,Sorghum bicolor,PI585608,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_length,3D scanner to leaf length and width,44.051,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 8,Sorghum bicolor,PI585608,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,186.205,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 8,Sorghum bicolor,PI562981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-10,leaf_length,3D scanner to leaf length and width,128.451,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 8,Sorghum bicolor,PI562981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_length,3D scanner to leaf length and width,158.021,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 8,Sorghum bicolor,PI562981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_length,3D scanner to leaf length and width,200.127,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 8,Sorghum bicolor,PI19770,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_length,3D scanner to leaf length and width,92.237,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 8,Sorghum bicolor,PI19770,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,176.505,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 8,Sorghum bicolor,PI19770,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,166.536,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 8,Sorghum bicolor,PI505735,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_length,3D scanner to leaf length and width,33.796,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 8,Sorghum bicolor,PI505735,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_length,3D scanner to leaf length and width,56.757,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 8,Sorghum bicolor,PI505735,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_length,3D scanner to leaf length and width,115.953,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 9,Sorghum bicolor,PI563020,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,189.19,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 9,Sorghum bicolor,PI535785,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,68.847,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 9,Sorghum bicolor,PI535785,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,86.682,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 9,Sorghum bicolor,PI655978,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,48.982,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 9,Sorghum bicolor,PI655978,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_length,3D scanner to leaf length and width,45.653,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,30.524,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-10,leaf_length,3D scanner to leaf length and width,104.935,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,126.609,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,139.484,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 9,Sorghum bicolor,PI562732,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_length,3D scanner to leaf length and width,182.022,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 9,Sorghum bicolor,PI562732,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,169.258,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 9,Sorghum bicolor,PI562732,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,175.006,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 9,Sorghum bicolor,PI562732,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,230.093,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 9,Sorghum bicolor,PI562732,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,49.156,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 9,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,104.265,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 15,Sorghum bicolor,PI569418,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_length,3D scanner to leaf length and width,58.854,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 15,Sorghum bicolor,PI569418,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_length,3D scanner to leaf length and width,95.548,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 9,Sorghum bicolor,PI251672,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-12,leaf_length,3D scanner to leaf length and width,97.498,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 9,Sorghum bicolor,PI251672,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_length,3D scanner to leaf length and width,140.757,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 14 Column 9,Sorghum bicolor,PI251672,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,148.219,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 16 Column 9,Sorghum bicolor,PI566819,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_length,3D scanner to leaf length and width,46.786,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 16 Column 9,Sorghum bicolor,PI566819,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_length,3D scanner to leaf length and width,60.188,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 9,Sorghum bicolor,PI229841,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,61.099,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 9,Sorghum bicolor,PI229841,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,141.905,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 9,Sorghum bicolor,PI329299,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,73.168,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 9,Sorghum bicolor,PI329299,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_length,3D scanner to leaf length and width,59.123,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 9,Sorghum bicolor,PI329299,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,113.062,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 9,Sorghum bicolor,PI329299,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_length,3D scanner to leaf length and width,212.958,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 9,Sorghum bicolor,PI329299,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,226.925,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 15,Sorghum bicolor,PI569418,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_length,3D scanner to leaf length and width,136.542,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 24 Column 9,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,60.813,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 24 Column 9,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,65.59,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 24 Column 9,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,56.966,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 24 Column 9,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_length,3D scanner to leaf length and width,136.999,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 15,Sorghum bicolor,PI569418,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_length,3D scanner to leaf length and width,172.148,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 9,Sorghum bicolor,PI563295,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,45.092,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 9,Sorghum bicolor,PI563295,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,56.622,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 9,Sorghum bicolor,PI563295,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,75.106,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 9,Sorghum bicolor,PI563295,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,106.591,0,Zeyu Zhang,Season 4,sensor
