plot,scientificname,genotype,treatment,date,trait,method,mean,checked,author,season,method_type
MAC Field Scanner Season 4 Range 2 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_width,3D scanner to leaf length and width,12.217,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,12.677,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 2 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,22.974,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-12,leaf_width,3D scanner to leaf length and width,19.466,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,22.178,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-17,leaf_width,3D scanner to leaf length and width,18.934,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_width,3D scanner to leaf length and width,26.079,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 4 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_width,3D scanner to leaf length and width,25.89,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 4 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_width,3D scanner to leaf length and width,3.408,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 5 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_width,3D scanner to leaf length and width,9.26,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,10.438,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_width,3D scanner to leaf length and width,7.959,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,7.776,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,22.965,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_width,3D scanner to leaf length and width,26.643,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_width,3D scanner to leaf length and width,7.409,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_width,3D scanner to leaf length and width,11.497,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 8 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_width,3D scanner to leaf length and width,4.895,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 8 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,23.465,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 8 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,22.671,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 8 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_width,3D scanner to leaf length and width,26.319,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 8 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_width,3D scanner to leaf length and width,11.673,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 8 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,8.953,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 8 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_width,3D scanner to leaf length and width,6.439,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_width,3D scanner to leaf length and width,22.338,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_width,3D scanner to leaf length and width,5.75,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_width,3D scanner to leaf length and width,7.057,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_width,3D scanner to leaf length and width,10.854,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_width,3D scanner to leaf length and width,20.785,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 15 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,10.224,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 15 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_width,3D scanner to leaf length and width,8.521,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_width,3D scanner to leaf length and width,7.132,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_width,3D scanner to leaf length and width,8.608,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,8.754,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,23.453,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,7.474,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,11.56,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 24 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,9.196,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 24 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_width,3D scanner to leaf length and width,7.089,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 24 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,7.244,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 25 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-12,leaf_width,3D scanner to leaf length and width,17.63,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 25 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-17,leaf_width,3D scanner to leaf length and width,24.218,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 25 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_width,3D scanner to leaf length and width,5.678,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 25 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,9.72,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 25 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,7.67,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_width,3D scanner to leaf length and width,2.191,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-17,leaf_width,3D scanner to leaf length and width,19.161,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_width,3D scanner to leaf length and width,4.989,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_width,3D scanner to leaf length and width,6.583,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,10.492,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,11.354,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-12,leaf_width,3D scanner to leaf length and width,15.491,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_width,3D scanner to leaf length and width,7.389,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,13.647,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,25.043,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_width,3D scanner to leaf length and width,4.292,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_width,3D scanner to leaf length and width,6.096,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_width,3D scanner to leaf length and width,23.301,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_width,3D scanner to leaf length and width,5.813,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_width,3D scanner to leaf length and width,12.306,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,8.01,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,12.975,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_width,3D scanner to leaf length and width,10.612,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,21.413,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_width,3D scanner to leaf length and width,1.784,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_width,3D scanner to leaf length and width,5.864,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,10.293,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,12.221,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_width,3D scanner to leaf length and width,21.252,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,20.985,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,9.174,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,12.102,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-10,leaf_width,3D scanner to leaf length and width,17.58,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_width,3D scanner to leaf length and width,21.873,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_width,3D scanner to leaf length and width,6.677,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,8.231,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-20,leaf_width,3D scanner to leaf length and width,25.689,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-23,leaf_width,3D scanner to leaf length and width,26.382,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_width,3D scanner to leaf length and width,6.746,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,14.233,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_width,3D scanner to leaf length and width,11.43,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-10,leaf_width,3D scanner to leaf length and width,16.476,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_width,3D scanner to leaf length and width,24.033,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_width,3D scanner to leaf length and width,7.438,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_width,3D scanner to leaf length and width,5.228,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,13.671,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_width,3D scanner to leaf length and width,6.207,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,23.348,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,21.344,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_width,3D scanner to leaf length and width,10.949,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_width,3D scanner to leaf length and width,6.917,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,10.393,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,25.79,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,23.044,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_width,3D scanner to leaf length and width,6.502,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_width,3D scanner to leaf length and width,21.781,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_width,3D scanner to leaf length and width,6.718,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 1,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,23.528,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 10 Column 2,Sorghum bicolor,PI641807,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,27.277,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 2,Sorghum bicolor,PI542718,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_width,3D scanner to leaf length and width,7.969,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 2,Sorghum bicolor,PI542718,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_width,3D scanner to leaf length and width,7.822,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 2,Sorghum bicolor,PI542718,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_width,3D scanner to leaf length and width,9.041,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 2,Sorghum bicolor,PI329843,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_width,3D scanner to leaf length and width,4.65,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 2,Sorghum bicolor,PI329843,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_width,3D scanner to leaf length and width,4.526,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 2,Sorghum bicolor,PI329843,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_width,3D scanner to leaf length and width,5.731,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 2,Sorghum bicolor,PI329843,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_width,3D scanner to leaf length and width,23.485,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 2,Sorghum bicolor,PI152961,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_width,3D scanner to leaf length and width,8.422,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 2,Sorghum bicolor,PI152961,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_width,3D scanner to leaf length and width,11.445,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 2,Sorghum bicolor,PI570075,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_width,3D scanner to leaf length and width,6.062,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 2,Sorghum bicolor,PI570075,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_width,3D scanner to leaf length and width,19.108,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 6 Column 2,Sorghum bicolor,PI570075,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-17,leaf_width,3D scanner to leaf length and width,18.706,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 7 Column 2,Sorghum bicolor,PI303658,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_width,3D scanner to leaf length and width,27.864,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 7 Column 2,Sorghum bicolor,PI303658,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,21.972,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 11 Column 2,Sorghum bicolor,PI576399,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_width,3D scanner to leaf length and width,14.413,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 11 Column 2,Sorghum bicolor,PI576399,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_width,3D scanner to leaf length and width,12.987,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 2,Sorghum bicolor,PI297171,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_width,3D scanner to leaf length and width,7.722,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 13 Column 2,Sorghum bicolor,PI297171,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_width,3D scanner to leaf length and width,30.119,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 2,Sorghum bicolor,PI533998,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_width,3D scanner to leaf length and width,3.466,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 2,Sorghum bicolor,PI533998,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_width,3D scanner to leaf length and width,32.357,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 17 Column 2,Sorghum bicolor,PI329541,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_width,3D scanner to leaf length and width,6.017,0,Zeyu Zhang,Season 4,sensor
